1.collectionobject.catalogNumber,1.collectionobject.projectNumber,"1,9-determinations,4.taxon.Life","1,9-determinations,4.taxon.Kingdom","1,9-determinations,4.taxon.Phylum","1,9-determinations,4.taxon.Class","1,9-determinations,4.taxon.Order","1,9-determinations,4.taxon.Suborder","1,9-determinations,4.taxon.Infraorder","1,9-determinations,4.taxon.Superfamily","1,9-determinations,4.taxon.Family","1,9-determinations,4.taxon.Subfamily","1,9-determinations,4.taxon.Tribe","1,9-determinations,4.taxon.Genus","1,9-determinations,4.taxon.Subgenus","1,9-determinations,4.taxon.Species","1,9-determinations,4.taxon.Subspecies","1,9-determinations,4.taxon.fullName","1,10,2,3.geography.Continent","1,10,2,3.geography.Country","1,10,2,3.geography.State","1,10,2,3.geography.County","1,10,2,3.geography.fullName","1,10,2.locality.localityName","1,10,2.locality.latitude1","1,10,2.locality.longitude1","1,10.collectingevent.startDate","1,10.collectingevent.endDate"
ZMB_Orth_BA000819S03,,Life,Animalia,Chordata,Insecta,Orthoptera,Caelifera,,Acridoidea,Acrididae,Oedipodinae,Sphingonotini,Sphingonotus,,pamiricus,pamiricus,"Sphingonotus pamiricus pamiricus Ramme, 1930",Asia,Tajikistan,Central Pamir,,"Central Pamir, Tajikistan, Asia",Djol – Boeruljuk,37.8333333333,74.6666666667,23.07.1928,
ZMB_Orth_BA000819S04,,Life,Animalia,Chordata,Insecta,Orthoptera,Caelifera,,Acridoidea,Acrididae,Oedipodinae,Sphingonotini,Sphingonotus,,pamiricus,pamiricus,"Sphingonotus pamiricus pamiricus Ramme, 1930",Asia,Tajikistan,Central Pamir,,"Central Pamir, Tajikistan, Asia",Djol – Boeruljuk,37.8333333333,74.6666666667,23.07.1928,
ZMB_Orth_BA000820S01,,Life,Animalia,Chordata,Insecta,Orthoptera,Caelifera,,Acridoidea,Acrididae,Oedipodinae,Sphingonotini,Sphingoderus,,carinatus,eshrewi,"Sphingoderus carinatus eshrewi Ramme, 1950",Asia,Turkey,Anatolia (southeast),,"Anatolia (southeast), Turkey, Asia",Dörtyol – Payas,36.8333333333,36.1833333333,21.06.1937,
ZMB_Orth_BA000820S02,,Life,Animalia,Chordata,Insecta,Orthoptera,Caelifera,,Acridoidea,Acrididae,Oedipodinae,Sphingonotini,Sphingoderus,,carinatus,eshrewi,"Sphingoderus carinatus eshrewi Ramme, 1950",Asia,Turkey,Anatolia (southeast),,"Anatolia (southeast), Turkey, Asia",Dörtyol – Payas,36.8333333333,36.1833333333,21.06.1937,
ZMB_Orth_BA000820S03,,Life,Animalia,Chordata,Insecta,Orthoptera,Caelifera,,Acridoidea,Acrididae,Oedipodinae,Sphingonotini,Sphingoderus,,carinatus,eshrewi,"Sphingoderus carinatus eshrewi Ramme, 1950",Asia,Turkey,Anatolia (southeast),,"Anatolia (southeast), Turkey, Asia",Dörtyol – Payas,36.8333333333,36.1833333333,21.06.1937,
ZMB_Orth_BA000820S04,,Life,Animalia,Chordata,Insecta,Orthoptera,Caelifera,,Acridoidea,Acrididae,Oedipodinae,Sphingonotini,Sphingoderus,,carinatus,eshrewi,"Sphingoderus carinatus eshrewi Ramme, 1950",Asia,Turkey,Anatolia (southeast),,"Anatolia (southeast), Turkey, Asia",Dörtyol – Payas,36.8333333333,36.1833333333,21.06.1937,
ZMB_Orth_BA000820S05,,Life,Animalia,Chordata,Insecta,Orthoptera,Caelifera,,Acridoidea,Acrididae,Oedipodinae,Sphingonotini,Sphingoderus,,carinatus,eshrewi,"Sphingoderus carinatus eshrewi Ramme, 1950",Asia,Turkey,Anatolia (southeast),,"Anatolia (southeast), Turkey, Asia",Dörtyol – Payas,36.8333333333,36.1833333333,21.06.1937,
ZMB_Orth_BA000820S06,,Life,Animalia,Chordata,Insecta,Orthoptera,Caelifera,,Acridoidea,Acrididae,Oedipodinae,Sphingonotini,Sphingoderus,,carinatus,eshrewi,"Sphingoderus carinatus eshrewi Ramme, 1950",Asia,Turkey,Anatolia (southeast),,"Anatolia (southeast), Turkey, Asia",Dörtyol – Payas,36.8333333333,36.1833333333,21.06.1937,
ZMB_Orth_BA000820S07,,Life,Animalia,Chordata,Insecta,Orthoptera,Caelifera,,Acridoidea,Acrididae,Oedipodinae,Sphingonotini,Sphingoderus,,carinatus,eshrewi,"Sphingoderus carinatus eshrewi Ramme, 1950",Asia,Turkey,Anatolia (southeast),,"Anatolia (southeast), Turkey, Asia",Dörtyol – Payas,36.8333333333,36.1833333333,21.06.1937,
ZMB_Orth_BA000820S08,,Life,Animalia,Chordata,Insecta,Orthoptera,Caelifera,,Acridoidea,Acrididae,Oedipodinae,Sphingonotini,Sphingoderus,,carinatus,eshrewi,"Sphingoderus carinatus eshrewi Ramme, 1950",Asia,Turkey,Anatolia (southeast),,"Anatolia (southeast), Turkey, Asia",Dörtyol – Payas,36.8333333333,36.1833333333,21.06.1937,
ZMB_Orth_BA000820S09,,Life,Animalia,Chordata,Insecta,Orthoptera,Caelifera,,Acridoidea,Acrididae,Oedipodinae,Sphingonotini,Sphingoderus,,carinatus,eshrewi,"Sphingoderus carinatus eshrewi Ramme, 1950",Asia,Turkey,Anatolia (southeast),,"Anatolia (southeast), Turkey, Asia",Dörtyol – Payas,36.8333333333,36.1833333333,21.06.1937,
ZMB_Orth_BA000820S10,,Life,Animalia,Chordata,Insecta,Orthoptera,Caelifera,,Acridoidea,Acrididae,Oedipodinae,Sphingonotini,Sphingoderus,,carinatus,eshrewi,"Sphingoderus carinatus eshrewi Ramme, 1950",Asia,Turkey,Anatolia (southeast),,"Anatolia (southeast), Turkey, Asia",Dörtyol – Payas,36.8333333333,36.1833333333,21.06.1937,
ZMB_Orth_BA000821S01,,Life,Animalia,Chordata,Insecta,Orthoptera,Caelifera,,Acridoidea,Acrididae,Oedipodinae,Sphingonotini,Sphingonotus,,kurmanus,,"Sphingonotus kurmanus Ramme, 1951",Asia,Turkey,Anatolia (east),,"Anatolia (east), Turkey, Asia","Diyarbakir district, Diyarbakir [Diarbekir], at river Tigris",37.9166666667,40.2333333333,26.06.1937,02.07.1937
ZMB_Orth_BA000821S02,,Life,Animalia,Chordata,Insecta,Orthoptera,Caelifera,,Acridoidea,Acrididae,Oedipodinae,Sphingonotini,Sphingonotus,,kurmanus,,"Sphingonotus kurmanus Ramme, 1951",Asia,Turkey,Anatolia (east),,"Anatolia (east), Turkey, Asia","Diyarbakir district, Diyarbakir [Diarbekir], at river Tigris",37.9166666667,40.2333333333,26.06.1937,02.07.1937
ZMB_Orth_BA000821S03,,Life,Animalia,Chordata,Insecta,Orthoptera,Caelifera,,Acridoidea,Acrididae,Oedipodinae,Sphingonotini,Sphingonotus,,kurmanus,,"Sphingonotus kurmanus Ramme, 1951",Asia,Turkey,Anatolia (east),,"Anatolia (east), Turkey, Asia","Diyarbakir district, Diyarbakir [Diarbekir], at river Tigris",37.9166666667,40.2333333333,26.06.1937,02.07.1937
ZMB_Orth_BA000821S04,,Life,Animalia,Chordata,Insecta,Orthoptera,Caelifera,,Acridoidea,Acrididae,Oedipodinae,Sphingonotini,Sphingonotus,,kurmanus,,"Sphingonotus kurmanus Ramme, 1951",Asia,Turkey,Anatolia (east),,"Anatolia (east), Turkey, Asia","Diyarbakir district, Diyarbakir [Diarbekir], at river Tigris",37.9166666667,40.2333333333,26.06.1937,02.07.1937
ZMB_Orth_BA000821S05,,Life,Animalia,Chordata,Insecta,Orthoptera,Caelifera,,Acridoidea,Acrididae,Oedipodinae,Sphingonotini,Sphingonotus,,kurmanus,,"Sphingonotus kurmanus Ramme, 1951",Asia,Turkey,Anatolia (east),,"Anatolia (east), Turkey, Asia","Diyarbakir district, Diyarbakir [Diarbekir], at river Tigris",37.9166666667,40.2333333333,26.06.1937,02.07.1937
ZMB_Orth_BA000821S06,,Life,Animalia,Chordata,Insecta,Orthoptera,Caelifera,,Acridoidea,Acrididae,Oedipodinae,Sphingonotini,Sphingonotus,,kurmanus,,"Sphingonotus kurmanus Ramme, 1951",Asia,Turkey,Anatolia (east),,"Anatolia (east), Turkey, Asia","Diyarbakir district, Diyarbakir [Diarbekir], at river Tigris",37.9166666667,40.2333333333,26.06.1937,02.07.1937
ZMB_Orth_BA000822S01,,Life,Animalia,Chordata,Insecta,Orthoptera,Caelifera,,Pamphagoidea,Pamphagidae,Akicerinae,,Glyphotmethis,,sevketi,,"Glyphotmethis sevketi (Ramme, 1951)",Asia,Turkey,Anatolia,,"Anatolia, Turkey, Asia",Çorum,40.5500000000,34.9666666667,02.08.1932,
ZMB_Orth_BA000822S02,,Life,Animalia,Chordata,Insecta,Orthoptera,Caelifera,,Pamphagoidea,Pamphagidae,Akicerinae,,Glyphotmethis,,sevketi,,"Glyphotmethis sevketi (Ramme, 1951)",Asia,Turkey,Anatolia,,"Anatolia, Turkey, Asia",Çorum,40.5500000000,34.9666666667,02.08.1932,
ZMB_Orth_BA000822S03,,Life,Animalia,Chordata,Insecta,Orthoptera,Caelifera,,Pamphagoidea,Pamphagidae,Akicerinae,,Glyphotmethis,,sevketi,,"Glyphotmethis sevketi (Ramme, 1951)",Asia,Turkey,Anatolia,,"Anatolia, Turkey, Asia",Çorum,40.5500000000,34.9666666667,02.08.1932,
ZMB_Orth_BA000823S01,,Life,Animalia,Chordata,Insecta,Orthoptera,Caelifera,,Pamphagoidea,Pamphagidae,Akicerinae,,Glyphotmethis,,escherichi,elatior,"Glyphotmethis escherichi elatior Ramme, 1951",Asia,Turkey,Anatolia (west),,"Anatolia (west), Turkey, Asia",Eskischehir [Eskisehir],39.7666666667,30.5333333333,25.07.1917,31.07.1917
ZMB_Orth_BA000823S02,,Life,Animalia,Chordata,Insecta,Orthoptera,Caelifera,,Pamphagoidea,Pamphagidae,Akicerinae,,Glyphotmethis,,escherichi,elatior,"Glyphotmethis escherichi elatior Ramme, 1951",Asia,Turkey,Anatolia (west),,"Anatolia (west), Turkey, Asia",Eskischehir [Eskisehir],39.7666666667,30.5333333333,10.06.1934,
ZMB_Orth_BA000823S03,,Life,Animalia,Chordata,Insecta,Orthoptera,Caelifera,,Pamphagoidea,Pamphagidae,Akicerinae,,Glyphotmethis,,escherichi,elatior,"Glyphotmethis escherichi elatior Ramme, 1951",Asia,Turkey,Anatolia (west),,"Anatolia (west), Turkey, Asia",Uschak,38.6833333333,29.4166666667,02.06.1916,
ZMB_Orth_BA000823S04,,Life,Animalia,Chordata,Insecta,Orthoptera,Caelifera,,Pamphagoidea,Pamphagidae,Akicerinae,,Glyphotmethis,,escherichi,elatior,"Glyphotmethis escherichi elatior Ramme, 1951",Asia,Turkey,Anatolia (west),,"Anatolia (west), Turkey, Asia",Eskischehir [Eskisehir],39.7666666667,30.5333333333,,
ZMB_Orth_BA000823S05,,Life,Animalia,Chordata,Insecta,Orthoptera,Caelifera,,Pamphagoidea,Pamphagidae,Akicerinae,,Glyphotmethis,,escherichi,elatior,"Glyphotmethis escherichi elatior Ramme, 1951",Asia,Turkey,Anatolia (west),,"Anatolia (west), Turkey, Asia",Eskischehir [Eskisehir],39.7666666667,30.5333333333,,
ZMB_Orth_BA000824S01,,Life,Animalia,Chordata,Insecta,Orthoptera,Caelifera,,Pamphagoidea,Pamphagidae,Akicerinae,,Glyphotmethis,,dimorphus,armenus,"Glyphotmethis dimorphus armenus Ramme, 1951",Asia,Turkey,Anatolia,,"Anatolia, Turkey, Asia",Sivas,39.5000000000,37.2500000000,01.07.1934,31.07.1934
ZMB_Orth_BA000824S02,,Life,Animalia,Chordata,Insecta,Orthoptera,Caelifera,,Pamphagoidea,Pamphagidae,Akicerinae,,Glyphotmethis,,dimorphus,armenus,"Glyphotmethis dimorphus armenus Ramme, 1951",Asia,Turkey,Anatolia,,"Anatolia, Turkey, Asia",Sivas,39.5000000000,37.2500000000,01.07.1934,31.07.1934
ZMB_Orth_BA000824S03,,Life,Animalia,Chordata,Insecta,Orthoptera,Caelifera,,Pamphagoidea,Pamphagidae,Akicerinae,,Glyphotmethis,,dimorphus,armenus,"Glyphotmethis dimorphus armenus Ramme, 1951",Asia,Turkey,Anatolia,,"Anatolia, Turkey, Asia",Sivas,39.5000000000,37.2500000000,01.07.1934,31.07.1934
ZMB_Orth_BA000824S04,,Life,Animalia,Chordata,Insecta,Orthoptera,Caelifera,,Pamphagoidea,Pamphagidae,Akicerinae,,Glyphotmethis,,dimorphus,armenus,"Glyphotmethis dimorphus armenus Ramme, 1951",Asia,Turkey,Anatolia,,"Anatolia, Turkey, Asia",Sivas,39.5000000000,37.2500000000,01.07.1934,31.07.1934
ZMB_Orth_BA000825S01,,Life,Animalia,Chordata,Insecta,Orthoptera,Caelifera,,Pamphagoidea,Pamphagidae,Akicerinae,Thrinchini / z Gr.,Asiotmethis,,limbatus,motasi,"Asiotmethis limbatus motasi Ramme, 1951",Europe,Romania,Dobrudscha,,"Dobrudscha, Romania, Europe",Cogcalac,,,01.01.1918,31.12.1918
ZMB_Orth_BA000825S02,,Life,Animalia,Chordata,Insecta,Orthoptera,Caelifera,,Pamphagoidea,Pamphagidae,Akicerinae,Thrinchini / z Gr.,Asiotmethis,,limbatus,motasi,"Asiotmethis limbatus motasi Ramme, 1951",Europe,Romania,Dobrudscha,,"Dobrudscha, Romania, Europe",Cogcalac,,,01.01.1918,31.12.1918
ZMB_Orth_BA000825S03,,Life,Animalia,Chordata,Insecta,Orthoptera,Caelifera,,Pamphagoidea,Pamphagidae,Akicerinae,Thrinchini / z Gr.,Asiotmethis,,limbatus,motasi,"Asiotmethis limbatus motasi Ramme, 1951",Europe,Romania,Dobrudscha,,"Dobrudscha, Romania, Europe",Cogcalac,,,01.01.1918,31.12.1918
ZMB_Orth_BA000825S04,,Life,Animalia,Chordata,Insecta,Orthoptera,Caelifera,,Pamphagoidea,Pamphagidae,Akicerinae,Thrinchini / z Gr.,Asiotmethis,,limbatus,motasi,"Asiotmethis limbatus motasi Ramme, 1951",Europe,Romania,Dobrudscha,,"Dobrudscha, Romania, Europe",Cogcalac,,,01.01.1918,31.12.1918
ZMB_Orth_BA000825S05,,Life,Animalia,Chordata,Insecta,Orthoptera,Caelifera,,Pamphagoidea,Pamphagidae,Akicerinae,Thrinchini / z Gr.,Asiotmethis,,limbatus,motasi,"Asiotmethis limbatus motasi Ramme, 1951",Europe,Romania,Dobrudscha,,"Dobrudscha, Romania, Europe",Cogcalac,,,01.01.1918,31.12.1918
ZMB_Orth_BA000826S01,,Life,Animalia,Chordata,Insecta,Orthoptera,Caelifera,,Pamphagoidea,Pamphagidae,Akicerinae,,Glyphotmethis,,turritus,armeniacus,"Glyphotmethis turritus armeniacus Ramme, 1951",Asia,Armenia,,,"Armenia, Asia",Eriwan [= Jerevan],40.1833333333,44.5000000000,21.06.1924,
ZMB_Orth_BA000826S02,,Life,Animalia,Chordata,Insecta,Orthoptera,Caelifera,,Pamphagoidea,Pamphagidae,Akicerinae,,Glyphotmethis,,turritus,armeniacus,"Glyphotmethis turritus armeniacus Ramme, 1951",Asia,Armenia,,,"Armenia, Asia",Eriwan [= Jerevan],40.1833333333,44.5000000000,14.07.1924,
ZMB_Orth_BA000826S03,,Life,Animalia,Chordata,Insecta,Orthoptera,Caelifera,,Pamphagoidea,Pamphagidae,Akicerinae,,Glyphotmethis,,turritus,armeniacus,"Glyphotmethis turritus armeniacus Ramme, 1951",Asia,Armenia,,,"Armenia, Asia",Eriwan [= Jerevan],40.1833333333,44.5000000000,21.06.1924,
ZMB_Orth_BA000826S04,,Life,Animalia,Chordata,Insecta,Orthoptera,Caelifera,,Pamphagoidea,Pamphagidae,Akicerinae,,Glyphotmethis,,turritus,armeniacus,"Glyphotmethis turritus armeniacus Ramme, 1951",Asia,Armenia,,,"Armenia, Asia",Eriwan [= Jerevan],40.1833333333,44.5000000000,21.06.1924,
ZMB_Orth_BA000826S05,,Life,Animalia,Chordata,Insecta,Orthoptera,Caelifera,,Pamphagoidea,Pamphagidae,Akicerinae,,Glyphotmethis,,turritus,armeniacus,"Glyphotmethis turritus armeniacus Ramme, 1951",Asia,Armenia,,,"Armenia, Asia",Eriwan [= Jerevan],40.1833333333,44.5000000000,21.06.1924,29.06.1924
ZMB_Orth_BA000826S06,,Life,Animalia,Chordata,Insecta,Orthoptera,Caelifera,,Pamphagoidea,Pamphagidae,Akicerinae,,Glyphotmethis,,turritus,armeniacus,"Glyphotmethis turritus armeniacus Ramme, 1951",Asia,Armenia,,,"Armenia, Asia",Eriwan [= Jerevan],40.1833333333,44.5000000000,21.06.1924,29.06.1924
ZMB_Orth_BA000827S01,,Life,Animalia,Chordata,Insecta,Orthoptera,Caelifera,,Pamphagoidea,Pamphagidae,Akicerinae,Thrinchini / z Gr.,Filchnerella,,beicki,,"Filchnerella beicki Ramme, 1931",Asia,China,Gansu [Kansu],,"Gansu [Kansu], China, Asia","Liangchow-area, Da-ho valley",37.0000000000,103.0000000000,19.10.1930,
ZMB_Orth_BA000827S02,,Life,Animalia,Chordata,Insecta,Orthoptera,Caelifera,,Pamphagoidea,Pamphagidae,Akicerinae,Thrinchini / z Gr.,Filchnerella,,beicki,,"Filchnerella beicki Ramme, 1931",Asia,China,,,"China, Asia","Richthofen-area, Da-ho valley",,,01.09.1930,30.09.1930
ZMB_Orth_BA000827S03,,Life,Animalia,Chordata,Insecta,Orthoptera,Caelifera,,Pamphagoidea,Pamphagidae,Akicerinae,Thrinchini / z Gr.,Filchnerella,,beicki,,"Filchnerella beicki Ramme, 1931",Asia,China,Gansu [Kansu],,"Gansu [Kansu], China, Asia","Liangchow area, Ho-nan-ba",37.0000000000,103.0000000000,25.08.1930,
ZMB_Orth_BA000828S01,,Life,Animalia,Chordata,Insecta,Orthoptera,Caelifera,,Pamphagoidea,Pamphagidae,Pamphaginae,Pamphagini,Nocaracris,,cyanipes,ornatus,"Nocaracris cyanipes ornatus Ramme, 1951",?,?,Caucasus,,"Caucasus, ?, ?",Dshelal-ogly,,,31.08.1920,
ZMB_Orth_BA000828S02,,Life,Animalia,Chordata,Insecta,Orthoptera,Caelifera,,Pamphagoidea,Pamphagidae,Pamphaginae,Pamphagini,Nocaracris,,cyanipes,ornatus,"Nocaracris cyanipes ornatus Ramme, 1951",?,?,Caucasus,,"Caucasus, ?, ?",Dshelal-ogly,,,08.07.1920,
ZMB_Orth_BA000828S03,,Life,Animalia,Chordata,Insecta,Orthoptera,Caelifera,,Pamphagoidea,Pamphagidae,Pamphaginae,Pamphagini,Nocaracris,,cyanipes,ornatus,"Nocaracris cyanipes ornatus Ramme, 1951",?,?,Caucasus,,"Caucasus, ?, ?",Dshelal-ogly,,,29.05.1920,
ZMB_Orth_BA000828S04,,Life,Animalia,Chordata,Insecta,Orthoptera,Caelifera,,Pamphagoidea,Pamphagidae,Pamphaginae,Pamphagini,Nocaracris,,cyanipes,ornatus,"Nocaracris cyanipes ornatus Ramme, 1951",?,?,Caucasus,,"Caucasus, ?, ?",Dshelal-ogly,,,,
ZMB_Orth_BA000829S01,,Life,Animalia,Chordata,Insecta,Orthoptera,Caelifera,,Pamphagoidea,Pamphagidae,Pamphaginae,Pamphagini,Nocaracris,,pontica,,"Nocaracris pontica Ramme, 1951",Asia,Turkey,Anatolia (northeast),,"Anatolia (northeast), Turkey, Asia",between Demir Dagh and Varsambek Dagh,,,01.01.1934,31.12.1934
ZMB_Orth_BA000829S02,,Life,Animalia,Chordata,Insecta,Orthoptera,Caelifera,,Pamphagoidea,Pamphagidae,Pamphaginae,Pamphagini,Nocaracris,,pontica,,"Nocaracris pontica Ramme, 1951",Asia,Turkey,Anatolia (northeast),,"Anatolia (northeast), Turkey, Asia",between Demir Dagh and Varsambek Dagh,,,01.01.1934,31.12.1934
ZMB_Orth_BA000829S03,,Life,Animalia,Chordata,Insecta,Orthoptera,Caelifera,,Pamphagoidea,Pamphagidae,Pamphaginae,Pamphagini,Nocaracris,,pontica,,"Nocaracris pontica Ramme, 1951",Asia,Turkey,Anatolia,,"Anatolia, Turkey, Asia",Sivas,39.5000000000,37.2500000000,30.07.1932,
ZMB_Orth_BA000830S01,,Life,Animalia,Chordata,Insecta,Orthoptera,Caelifera,,Pamphagoidea,Pamphagidae,Pamphaginae,Pamphagini,Nocaracris,,cinerascens,,"Nocaracris cinerascens Ramme, 1951",Asia,Turkey,Anatolia,,"Anatolia, Turkey, Asia",Siras,,,01.07.1934,31.07.1934
ZMB_Orth_BA000830S02,,Life,Animalia,Chordata,Insecta,Orthoptera,Caelifera,,Pamphagoidea,Pamphagidae,Pamphaginae,Pamphagini,Nocaracris,,cinerascens,,"Nocaracris cinerascens Ramme, 1951",Asia,Turkey,Anatolia,,"Anatolia, Turkey, Asia",Siras,,,01.07.1934,31.07.1934
ZMB_Orth_BA000830S03,,Life,Animalia,Chordata,Insecta,Orthoptera,Caelifera,,Pamphagoidea,Pamphagidae,Pamphaginae,Pamphagini,Nocaracris,,cinerascens,,"Nocaracris cinerascens Ramme, 1951",Asia,Turkey,Anatolia,,"Anatolia, Turkey, Asia",Siras,,,01.07.1934,31.07.1934
ZMB_Orth_BA000831S01,,Life,Animalia,Chordata,Insecta,Orthoptera,Caelifera,,Pamphagoidea,Pamphagidae,Pamphaginae,Pamphagini,Nocarodes,,armenus,,"Nocarodes armenus (Ramme, 1951)",Asia,Armenia,,,"Armenia, Asia",Eriwan [= Jerevan],40.1833333333,44.5000000000,04.05.1924,
ZMB_Orth_BA000831S02,,Life,Animalia,Chordata,Insecta,Orthoptera,Caelifera,,Pamphagoidea,Pamphagidae,Pamphaginae,Pamphagini,Nocarodes,,armenus,,"Nocarodes armenus (Ramme, 1951)",Asia,Armenia,,,"Armenia, Asia",Eriwan [= Jerevan],40.1833333333,44.5000000000,26.05.1924,
ZMB_Orth_BA000831S03,,Life,Animalia,Chordata,Insecta,Orthoptera,Caelifera,,Pamphagoidea,Pamphagidae,Pamphaginae,Pamphagini,Nocarodes,,armenus,,"Nocarodes armenus (Ramme, 1951)",Asia,Armenia,Araxis valley,,"Araxis valley, Armenia, Asia",Djulfa,,,03.05.1923,
ZMB_Orth_BA000831S04,,Life,Animalia,Chordata,Insecta,Orthoptera,Caelifera,,Pamphagoidea,Pamphagidae,Pamphaginae,Pamphagini,Nocarodes,,armenus,,"Nocarodes armenus (Ramme, 1951)",,,,,Earth,"valley Araxis, Negram(?)",,,01.05.1923,31.05.1923
ZMB_Orth_BA000831S05,,Life,Animalia,Chordata,Insecta,Orthoptera,Caelifera,,Pamphagoidea,Pamphagidae,Pamphaginae,Pamphagini,Nocarodes,,armenus,,"Nocarodes armenus (Ramme, 1951)",,,,,Earth,Araxis,,,,
ZMB_Orth_BA000832S01,,Life,Animalia,Chordata,Insecta,Orthoptera,Caelifera,,Pamphagoidea,Pamphagidae,Pamphaginae,Pamphagini,Nocarodes,,urmianus,urmianus,"Nocarodes urmianus urmianus Ramme, 1939",Asia,Iran,Azarbaijan-E Gharbi,,"Azarbaijan-E Gharbi, Iran, Asia","Daryacheh-ye Orumiye [Lake Urmia], Danalu",37.6666666667,45.5000000000,26.05.1916,
ZMB_Orth_BA000832S02,,Life,Animalia,Chordata,Insecta,Orthoptera,Caelifera,,Pamphagoidea,Pamphagidae,Pamphaginae,Pamphagini,Nocarodes,,urmianus,urmianus,"Nocarodes urmianus urmianus Ramme, 1939",Asia,Iran,Azarbaijan-E Gharbi,,"Azarbaijan-E Gharbi, Iran, Asia","Daryacheh-ye Orumiye [Lake Urmia], Danalu",37.6666666667,45.5000000000,26.05.1916,
ZMB_Orth_BA000832S03,,Life,Animalia,Chordata,Insecta,Orthoptera,Caelifera,,Pamphagoidea,Pamphagidae,Pamphaginae,Pamphagini,Nocarodes,,urmianus,urmianus,"Nocarodes urmianus urmianus Ramme, 1939",Asia,Iran,Azarbaijan-E Gharbi,,"Azarbaijan-E Gharbi, Iran, Asia","Daryacheh-ye Orumiye [Lake Urmia], Danalu",37.6666666667,45.5000000000,26.05.1916,
ZMB_Orth_BA000833S01,,Life,Animalia,Chordata,Insecta,Orthoptera,Caelifera,,Pamphagoidea,Pyrgomorphidae,Pyrgomorphinae,Poekilocerini,Poekilocerus,,bufonius,hieroglyphicus,"Poekilocerus bufonius hieroglyphicus (Klug, 1832)",Africa,Sudan,,,"Sudan, Africa",Ambukol,,,,
ZMB_Orth_BA000833S02,,Life,Animalia,Chordata,Insecta,Orthoptera,Caelifera,,Pamphagoidea,Pyrgomorphidae,Pyrgomorphinae,Poekilocerini,Poekilocerus,,bufonius,hieroglyphicus,"Poekilocerus bufonius hieroglyphicus (Klug, 1832)",Africa,Sudan,,,"Sudan, Africa",Dongola,,,,
ZMB_Orth_BA000833S03,,Life,Animalia,Chordata,Insecta,Orthoptera,Caelifera,,Pamphagoidea,Pyrgomorphidae,Pyrgomorphinae,Poekilocerini,Poekilocerus,,bufonius,hieroglyphicus,"Poekilocerus bufonius hieroglyphicus (Klug, 1832)",Africa,Sudan,,,"Sudan, Africa",Dongola,,,,
ZMB_Orth_BA000833S04,,Life,Animalia,Chordata,Insecta,Orthoptera,Caelifera,,Pamphagoidea,Pyrgomorphidae,Pyrgomorphinae,Poekilocerini,Poekilocerus,,bufonius,hieroglyphicus,"Poekilocerus bufonius hieroglyphicus (Klug, 1832)",Africa,Angola,,,"Angola, Africa",Angola,,,,
ZMB_Orth_BA000833S05,,Life,Animalia,Chordata,Insecta,Orthoptera,Caelifera,,Pamphagoidea,Pyrgomorphidae,Pyrgomorphinae,Poekilocerini,Poekilocerus,,bufonius,hieroglyphicus,"Poekilocerus bufonius hieroglyphicus (Klug, 1832)",Africa,Angola,,,"Angola, Africa",Angola,,,,
ZMB_Orth_BA000834S01,,Life,Animalia,Chordata,Insecta,Orthoptera,Caelifera,,Pamphagoidea,Pyrgomorphidae,Pyrgomorphinae,Poekilocerini,Poekilocerus,,calotropidis,,"Poekilocerus calotropidis Karsch, 1888",Africa,Sudan,,,"Sudan, Africa",Dahela (Sennaar),,,,
ZMB_Orth_BA000834S02,,Life,Animalia,Chordata,Insecta,Orthoptera,Caelifera,,Pamphagoidea,Pyrgomorphidae,Pyrgomorphinae,Poekilocerini,Poekilocerus,,calotropidis,,"Poekilocerus calotropidis Karsch, 1888",Africa,Sudan,,,"Sudan, Africa",Dahela (Sennaar),,,,
ZMB_Orth_BA000834S03,,Life,Animalia,Chordata,Insecta,Orthoptera,Caelifera,,Pamphagoidea,Pyrgomorphidae,Pyrgomorphinae,Poekilocerini,Poekilocerus,,calotropidis,,"Poekilocerus calotropidis Karsch, 1888",Africa,Sudan,,,"Sudan, Africa",Dahela (Sennaar),,,,
ZMB_Orth_BA000834S04,,Life,Animalia,Chordata,Insecta,Orthoptera,Caelifera,,Pamphagoidea,Pyrgomorphidae,Pyrgomorphinae,Poekilocerini,Poekilocerus,,calotropidis,,"Poekilocerus calotropidis Karsch, 1888",Africa,Sudan,,,"Sudan, Africa",Dahela (Sennaar),,,,
ZMB_Orth_BA000834S05,,Life,Animalia,Chordata,Insecta,Orthoptera,Caelifera,,Pamphagoidea,Pyrgomorphidae,Pyrgomorphinae,Poekilocerini,Poekilocerus,,calotropidis,,"Poekilocerus calotropidis Karsch, 1888",Africa,Sudan,,,"Sudan, Africa",Dahela (Sennaar),,,,
ZMB_Orth_BA000835S01,,Life,Animalia,Chordata,Insecta,Orthoptera,Caelifera,,Acridoidea,Acrididae,Dericorythinae,,Dericorys,,uvarovi,uvarovi,"Dericorys uvarovi uvarovi Ramme, 1930",Asia,Armenia,,,"Armenia, Asia",Ssardarabat – Kialiak-arch,40.0500000000,44.9666666667,30.07.1927,31.07.1927
